PMID,Title,Abstract,Journal,PubDate,status,DOI
39660733,Ultrasound-Triggered Nanogel Boosts Chemotherapy and Immunomodulation in Colorectal Cancer.,"Chemotherapy is the primary therapy for colorectal cancer. However, its efficacy has been limited by chemoresistance, which is mainly caused by inadequate intratumoral drug accumulation and immunosuppressive microenvironments. To address these limitations, we developed a low-intensity ultrasound (LIU)-controlled and charge-reversible nanogel (R-NG), utilizing conjugated chitosan-polypyrrole polymers linked via thioketal bonds, with TiO2 absorbed onto its surface. Following the loading of oxaliplatin, the Oxa-R-NGs were ultimately synthesized. In the acidic tumor environment, the protonation of the pyrrole ring triggered the conversion of Oxa-R-NG into a positively charged form, thereby enhancing tumor penetration and cellular internalization. Based on the charge conversion, intratumoral accumulating Oxa-R-NG was triggered by LIU to continuously generate reactive oxygen species (ROS), which not only disrupted thioketal bonds to liberate oxaliplatin but also regulated tumor-associated macrophage polarization. Consequently, Oxa-R-NG boosted the chemotherapy for colorectal cancer by improving intratumoral drug accumulation and reversing the local immunosuppressive microenvironment synergistically.",ACS applied materials & interfaces,2025,downloaded,10.1021/acsami.4c13358.s001
39632260,Biomimetic Metallacage Nanoparticles with Aggregation-Induced Emission for NIR-II Fluorescence Imaging-Guided Synergistic Immuno-Phototherapy of Tumors.,"The integration of theranostics, which combines diagnostics with therapeutics, has markedly improved the early detection of diseases, precise medication management, and assessment of treatment outcomes. In the realm of oncology, organoplatinum-based supramolecular coordination complexes (SCCs) that can coload therapeutic agents and imaging molecules have emerged as promising candidates for multimodal theranostics of tumors. To address the challenges of tumor-targeted delivery and multimodal theranostics for SCCs, this study employs a cell membrane cloaking strategy to fabricate biomimetic metallacage nanoparticles (MCNPs) with multimodal imaging capabilities and homologous targeting capabilities. Specifically, a photosensitizer molecule (BTTP) containing AIE-active groups was assembled into a metallacage of C-BTTP through Pt-N coordination. This process endows the metallacage with strong NIR-II fluorescence in the aggregated state and significantly superior ROS generation compared to that of the precursor ligand. After being encapsulated with F127, the MCNPs were further cloaked with U87 cancer cell membranes, creating biomimetic MCNPs that achieve tumor-targeting capabilities. Verified by in vitro and in vivo experiments, MCNPs enable multimodal imaging and initiate immunotherapy under photothermal and photodynamic stimulation, leading to synergistic antitumor effects. Furthermore, the evaluation of immunogenic cell death and dendritic cell maturation rate in U87 tumor-bearing mice confirmed the mechanism of photothermal and photodynamic synergistic immunotherapy. This study provides an innovative strategy for enhancing the tumor-targeting and therapeutic efficiency of SCCs, offering a versatile strategy for efficient and minimally invasive theranostics of tumors. The development of such biomimetic nanoparticles represents a significant advancement in the field of nanomedicine, potentially transforming cancer treatment through personalized and targeted therapies.",ACS applied materials & interfaces,2024,downloaded,10.1021/acsami.4c17413.s001
39582172,Degradable and Piezoelectric Hollow ZnO Heterostructures for Sonodynamic Therapy and Pro-Death Autophagy.,"Piezoelectric materials can generate charges and reactive oxygen species (ROS) under external force stimulation for ultrasound-induced sonodynamic therapy (SDT). However, their poor piezoelectricity, fast electron-hole pair recombination rate, and biological toxicity of piezoelectric materials limit the therapeutic effects of piezoelectric SDT. In this study, hollow ZnO (HZnO) nanospheres were synthesized by using a one-step method. The hollow structure facilitated the deformation of HZnO under stimulation by ultrasound mechanical force and increased the piezoelectric constant. Subsequently, black phosphorus quantum dots (BPQDs) and arginine-glycine-aspartic acid peptide (RGD)-poly(ethylene glycol) (PEG) were combined with HZnO to further enhance the piezoelectric effect by constructing heterojunctions and enable tumor-targeting ability. During treatment, HZnO-BPQDs-PEG could degrade in an acidic tumor microenvironment and release Zn2+ and PO43- ions to induce pro-death autophagy. The ROS produced by SDT also accelerated autophagy and promoted ferroptosis in cancer cells. This study demonstrates that HZnO-BPQDs-PEG has a strong piezoelectric SDT effect and can effectively induce autophagy in cancer cells, providing a new idea for the design and application of piezoelectric materials for tumor therapy.",Journal of the American Chemical Society,2024,downloaded,10.1021/jacs.4c14489.s001
39563182,Advanced Nanoplatform Mediated by CRISPR-Cas9 and Aggregation-Induced Emission Photosensitizers to Boost Cancer Theranostics.,"Immunotherapy combined with phototherapy is emerging as a promising strategy to treat omnipotent cancers. In this study, a clustered regularly interspaced short palindromic repeats (CRISPR)-associated protein 9 (Cas9) system, aggregation-induced emission (AIE) photosensitizer (PS) and surface coating of polyethylene imine/hyaluronic acid were combined to construct a multifunctional nanoplatform, denoted as TCPH nanoparticles (NPs), for comprehensive cancer theranostics. TCPH NPs are featured by intrinsic functions including efficient reactive oxygen species (ROS) production, good photothermal conversion, programmed death-ligand 1 (PD-L1)-eliminating capability, and effective intracellular transport. The generated ROS and hyperthermia do not only achieve primary tumor elimination but also regulate the tumor immune microenvironment. Genomic disruption of PD-L1 conspicuously augments its therapeutic efficacy, especially in tumor metastasis and recurrence. Exceptional multimodal imaging navigation has also been developed. Excellent theranostics performance was substantiated in diverse tumor models, implying that this synergistic strategy of phototheranostics and immunotherapy provides a paradigm shift in emerging CRISPR-mediated nanomedicines.",ACS nano,2024,downloaded,10.1021/acsnano.4c11757.s001
39543804,Fe/Cu Bimetallic Nanozyme Co-Assembled with 177Lu and Tanshinone for Quadruple-Synergistic Tumor-Specific Therapy.,"The co-loading of radionuclides and small-molecule chemotherapeutic drugs as nanotheranostic platforms using nanozymes holds tremendous potential for imaging-guided synergistic therapy. This study presents such nanotheranostic platform (177Lu-MFeCu@Tan) via co-assembling 177Lu radionuclide and tanshinone (Tan) into Fe/Cu dual-metal nanozyme (MFeCu). This platform simultaneously enables single-photon emission computed tomography (SPECT) imaging and a quadruple-synergistic tumor therapy approach, including internal radioisotope therapy (RIT), catalysis therapy, chemotherapy, and MFeCu-mediated ferroptosis and cuproptosis therapy. In this platform, the MFeCu can catalyze excessive intracellular hydrogen peroxide (H2O2) to generate radical oxygen species (ROS) and deplete glutathione (GSH). The excess of H2O2 and GSH are main factors for radioresistance and chemoresistance, reducing them can enhance chemotherapy and RIT. The generated ROS and depleted GSH further induce mitochondrial dysfunction and promote the aggregation of lipoylated dihydrolipoamide S-acetyltransferase and lipid peroxidation, causing the enhance of ferroptosis and cuproptosis. The in vitro and in vivo results demonstrate that this quadruple-synergistic approach shows significant therapeutic efficacy to complete tumor eradication and reduced recurrence in vivo. In conclusion, this work presents a promising strategy for designing SPECT imaging-guided quadruple-synergistic therapy and highlights the feasibility of developing a self-assembled radionuclide and small molecule chemotherapy drugs nanotherapeutic platform for combined treatment of cancer.",Advanced healthcare materials,2025,downloaded,10.1002/adhm.202402696
39490062,Bovine serum albumin framed activatable NIR AIE photosensitizer for targeted tumor therapy.,"Organic near-infrared (NIR) photosensitizers (PS) largely facilitate photodynamic therapy (PDT). To overcome aggregation induced quenching and diminishment of reactive oxygen species (ROS) generation capability of NIR-PS, aggregation-induced emission (AIE) effect groups have been introduced to generate NIR AIE photosensitizers. However, currently reported NIR AIE photosensitizers all take ""always-on"" activity that may cause systemic phototoxic side effects. Tumor microenvironment activatable NIR AIE photosensitizers have not been reported. Here we develop an activatable NIR AIE PSnanoparticle (a-NA-PSNP) for near-infrared-II (NIR-II) fluorescence (FL) imaging-guided PDT under 808 nm excitation. NIR AIE photosensitizer (N-PS) is designed and frames with cysteine (Cys)/glutathione (GSH) responsive charge transfer complex (CTC) in bovine serum albumin (BSA) to obtain a-NA-PSNP. With the aggregated state in BSA, N-PS shows high quantum yield with good photostability. As an energy acceptor, CTC quenchs NIR-II fluorescence and ROS production capability of a-NA-PSNP in normal cells and tissues. CTC is decomposed in response to tumor microenvironment Cys/GSH, therefore recovers NIR-II fluorescence of a-NA-PSNP and efficiently generates ROS under 808 nm light irradiation. The depletion of Cys/GSH also regulates tumor intracellular reductive environment to further facilitate PDT. Both in vitro and in vivo results confirmed the tumor microenvironment selective and efficient activation of a-NA-PSNP, indicating its potential in cancer therapy.",Biomaterials,2025,downloaded,10.1016/j.biomaterials.2024.122918
39489017,Reverse magnetic resonance tuning nanoplatform with heightened sensitivity for non-invasively multiscale visualizing ferroptosis-based tumor sensitization therapy.,"Ferroptosis-based therapy has garnered considerable attention for its ability to kill drug-resistant cancer cells. Consequently, it holds great significance to assess the therapeutic outcomes by monitoring ferroptosis-related biomarkers, which enables the provision of real-time pathological insights into disease progression. Nevertheless, conventional imaging technology suffers from limitations including reduced sensitivity and difficulty in achieving real-time precise monitoring. Here, we report a tumor acidic-microenvironment-responsive nanoplatform with ""Reverse Magnetic Resonance Tuning (ReMRT)"" property and effective combined chemodynamic therapy (CDT) through the loading of chemotherapeutic drugs. This reverse MR mapping change is correlated with iron ion, reactive oxygen species (ROS) generation and drug release, etc., contributing to the precise monitoring of chemo-CDT effectiveness. Furthermore, the ReMRT nanoplatform presents as a highly efficacious combined chemo-CDT agent, and when this nanoplatform is used in conjunction with the ""Area Reconstruction"" method, it can afford a significant sensitivity (95.1-fold) in multiscale visualization of therapeutic, compared with the conventional MR R1/R2 values. The high-sensitive biological quantitative imaging provides a novel strategy for MR-guided multiscale dynamic tumor-related ferroptosis therapy.",Biomaterials,2025,downloaded,10.1016/j.biomaterials.2024.122935
39469989,Strength in Numbers: A Giant NIR-II AIEgen with One-for-All Phototheranostic Features for Exceptional Orthotopic Bladder Cancer Treatment.,"One-for-all phototheranostics that allows the simultaneous implementations of multiple optical imaging and therapeutic modalities by utilizing a single component, is growing into a sparkling frontier in cancer treatment. Of particular interest is phototheranostic agent with emission in the second near-infrared (NIR-II) window. Nevertheless, the practical uses of those conventional NIR-II agents are severely impeded by their unsatisfactory features including insufficient stability, low synthetic yield, to be extended absorption/ emission wavelengths, and inefficient phototheranostic outcomes. Developing exceptional phototheranostic agents is thus highly desirable yet remains formidably challenging. Herein, we synthesized two novel N-heteroacenes-based NIR-II luminogens, namely 2TT-PPT and 4TT-PBPT, by respectively employing pyrene-fused phenaziothiadiazoles and pyrene-fused bisphenaziothiadiazoles as acceptor skeletons. There is strength in numbers by increasing the fusing rings in N-heteroacenes moieties and numbers of appended donors. Compared to less ring-fused 2TT-PPT, the giant molecule 4TT-PBPT shows improved photophysical characteristics, such as enhanced light absorbance, red-shifted wavelengths, higher brightness, favorable reactive oxygen species (ROS) generation, and elevated photothermal conversion efficiency, which render 4TT-PBPT nanoparticles excellent fluorescence-photoacoustic-photothermal trimodal imaging guided photodynamic-photothermal synergistic therapy for orthotopic bladder cancer.",Angewandte Chemie (International ed. in English),2025,downloaded,10.1002/anie.202417865
39441126,Diradicaloid-Loaded Polypeptide Nanoparticles for Two-Photon NIR Phototheranostics.,"Stable organic radicals, with unique electronic transitions from the ground state (D0) to the doublet excited state (D1), show promise as high-fluorescence quantum yield dyes. While organic small-molecule photosensitizers (PSs) have advanced for tumor photodynamic therapy (PDT), opportunities exist to enhance their performance and functionality. Herein, we synthesized Thiele's fluorocarbon derivative diradicaloid TFC-I with nearly 100% PLQY and integrated it into amphiphilic polypeptide nanoparticles, P-TI, using a precursor-doping approach. P-TI demonstrated notable features including high photostability, aggregation-induced emission, bright near-infrared fluorescence, substantial quantum yield (37% PLQY), robust near-infrared two-photon absorption (∼400 GM cross section), and superior ROS generation compared to commercial PSs. In vitro and in vivo experiments confirmed that P-TI performed well in mitochondria-targeted PDT, two-photon fluorescence imaging, and biosafety. This work highlights the use of organic stable radicals with precursor-doping for efficient PDT and deep tumor tissue imaging.",ACS applied materials & interfaces,2024,downloaded,10.1021/acsami.4c13338.s001
39420780,An ATP-responsive ZIF-based NIR fluorescence nanosystem for enhanced chemo-photodynamic therapy of tumors.,"The combination of chemotherapy and photodynamic therapy holds immense potential for achieving synergistic anti-tumor efficacy. However, challenges such as poor stability and premature drug release prior to reaching tumor sites impede the widespread application of this synergistic therapeutic approach. In this study, a novel ATP-responsive NIR fluorescence nanosystem (CDZ) for imaging-guided chemotherapy and PDT has been developed. This nanosystem, based on ZIF-90, encapsulates the chemotherapy drug doxorubicin (DOX) and the photosensitizer asymmetrical cyanine dye Cy through self-assembly. The obtained nanosystem CDZ could efficiently avoid premature drug leakage in the blood circulation due to its high stability in the physiological environment and accumulates at the tumor sites via the enhanced permeability and retention (EPR) effect. Upon uptake by tumor cells, the skeleton structure of CDZ is disrupted by overexpressed ATP levels, leading to the release of DOX, which inhibits cancer cell proliferation and induces cell death. Additionally, the released photosensitizer Cy emits strong NIR fluorescence signals, enabling real-time imaging of ATP levels in tumors. Moreover, under NIR light irradiation, this nanosystem generates high levels of ROS, achieving effective phototherapy even in deeper tumor regions. In tumor model mice, CDZ demonstrated a high rate of tumor inhibition without causing damage to major organs. This ZIF-based NIR fluorescence nanosystem, combining chemotherapy and photodynamic therapy, holds promise as a solution for treating and monitoring cancer without the associated risks of resistance and systemic toxicity.",Nanoscale,2024,downloaded,10.1039/d4nr03095h
39410733,"Responsive Magnetic Particle Imaging Tracer: Overcoming ""Always-On"" Limitation, Eliminating Interference, and Ensuring Safety in Adaptive Therapy.","Magnetic particle imaging (MPI) has emerged as a novel technology utilizing superparamagnetic nanoparticles as tracers, essential for disease diagnosis and treatment guidance in preclinical animal models. Unlike other modalities, MPI provides high sensitivity, deep tissue penetration, and no signal attenuation. However, existing MPI tracers suffer from ""always-on"" signals, which complicate organ-specific imaging and hinder accuracy. To overcome these challenges, we have developed a responsive MPI tracer using pH-responsive PdFe alloy particles coated with a gatekeeper polymer. This tracer exhibits pH-sensitive Fe release and modulation of the MPI signal, enabling selective imaging with a higher signal-to-noise ratio and intratumoral pH quantification. Notably, this responsive tracer facilitates subtraction-enhanced MPI imaging, effectively eliminating interference from liver uptake and expanding the scope of abdominal imaging. Additionally, the tracer employs a dual-function mechanism for adaptive cancer therapy, combining pH-switchable enzyme-like catalysis with dual-key co-activation of ROS generation, and Pd skeleton that scavenges free radicals to minimize Fe-related toxicity. This advancement promises to significantly expand MPI's applicability in diagnostics and therapeutic monitoring, marking a leap forward in imaging technology.","Advanced materials (Deerfield Beach, Fla.)",2024,downloaded,10.1002/adma.202409117
39358955,Synergistic Gas Therapy and Targeted Interventional Ablation With Size-Controllable Arsenic Sulfide (As2S3) Nanoparticles for Effective Elimination of Localized Cancer Pain.,"The elimination of localized cancer pain remains a globally neglected challenge. A potential solution lies in combining gas therapy with targeted interventional ablation therapy. In this study, HA-As2S3 nanoparticles with controlled sizes are synthesized using different molecular weights of sodium hyaluronate (HA) as a supramolecular scaffold. Initially, HA co-assembles with arsenic ions (As3+) via coordinate bonds, forming HA-As3+ scaffold intermediates. These intermediates, varying in size, then react with sulfur ions to produce size-controlled HA-As2S3 particles. This approach demonstrates that different molecular weights of HA enable precise control over the particle size of arsenic sulfide, offering a straightforward and environmentally friendly method for synthesizing metal sulfide particles. In an acidic environment, HA-As2S3 nanoparticles release hydrogen sulfide(H2S) gas and As3+. The released As3+ directly damage tumor mitochondria, leading to substantial reactive oxygen species (ROS) production from mitochondria. Concurrently, the H2S gas inhibits the activity of catalase (CAT) and complex IV, preventing the beneficial decomposition of ROS and disrupting electron transfer in the mitochondrial respiratory chain. Consequently, it is found that H2S gas significantly enhances the mitochondrial damage induced by arsenic nanodrugs, effectively killing local tumors and ultimately eliminating cancer pain in mice.","Small (Weinheim an der Bergstrasse, Germany)",2024,downloaded,10.1002/smll.202407197
39352071,A Robust ROS Generation and Ferroptotic Lipid Modulation Nanosystem for Mutual Reinforcement of Ferroptosis and Cancer Immunotherapy.,"Ferroptosis initiation is often utilized for synergistic immunotherapy. While, current immunotherapy is limited by an immunosuppressive tumor microenvironment (TME), and ferroptosis is limited by insufficient reactive oxygen species (ROS) and ferroptotic lipids in tumor cells. Here, an arachidonic acid (AA) loaded nanosystem (CTFAP) is developed to mutually reinforce ferroptosis and cancer immunotherapy by augmenting ROS generation and modulating ferroptotic lipids. CTFAP is composed of acid-responsive core calcium peroxide (CaO2) nanoparticles, ferroptotic lipids sponsor AA, tetracarboxylic porphyrin (TCPP) and Fe3+ based metal-organic framework structure, and biocompatible mPEG-DSPE for improved stability. Once endocytosed by tumor cells, CTFAP can release oxygen (O2) and hydrogen peroxide (H2O2) in the acidic TME, facilitating TCPP-based sonodynamic therapy and Fe3+-mediated Fenton-like reactions to generate substantial ROS for cell ferroptosis initiation. The immunogenic cell death (ICD) after ferroptosis promotes interferon γ (IFN-γ) secretion to up-regulate the expression of long-chain family member 4 (ACSL4), cooperating with the released AA from CTFAP to accelerate the accumulation of lipid peroxidation (LPO) and thereby promoting ferroptosis in cancer cells.CTFAP with ultrasound treatment efficiently suppresses tumor growth, has great potential to challenges in cancer immunotherapy.",Advanced healthcare materials,2024,downloaded,10.1002/adhm.202401502
39305135,Antimony Component Schottky Nanoheterojunctions as Ultrasound-Heightened Pyroptosis Initiators for Sonocatalytic Immunotherapy.,"Pyroptosis, an inflammatory modality of programmed cell death associated with the immune response, can be initiated by bioactive ions and reactive oxygen species (ROS). However, bioactive ion-induced pyroptosis lacks specificity, and further exploration of other ions that can induce pyroptosis in cancer cells is needed. Sonocatalytic therapy (SCT) holds promise due to its exceptional penetration depth; however, the rapid recombination of electron-hole (e--h+) pairs and the complex tumor microenvironment (TME) impede its broader application. Herein, we discovered that antimony (Sb)-based nanomaterials induced pyroptosis in cancer cells. Therefore, Schottky heterojunctions containing Sb component (Sb2Se3@Pt) were effectively designed and constructed via in situ growth of platinum (Pt) nanoparticles (NPs) on Sb2Se3 semiconductor with narrow band gaps, which were utilized as US-heightened pyroptosis initiators to induce highly effective pyroptosis in cancer cells to boost SCT-immunotherapy. Under US irradiation, excited electrons were transferred from Sb2Se3 nanorods (NRs) to the co-catalyst Pt via Schottky junctions, and band bending effectively prevented electron backflow and achieved efficient ROS generation. Moreover, the pores oxidized and depleted the overexpressed GSH in the TME, potentially amplifying ROS generation. The biological effects of the Sb2Se3@Pt nanoheterojunction itself combined with the sonocatalytic amplification of oxidative stress significantly induced Caspase-1/GSDMD-dependent pyroptosis in cancer cells. Therefore, SCT treatment with Sb2Se3@Pt not only effectively restrained tumor proliferation but also induced potent immune memory responses and suppressed tumor recurrence. Furthermore, the integration of this innovative strategy with immune checkpoint blockade (ICB) treatment elicited a systemic immune response, effectively augmenting therapeutic effects and impeding the growth of abscopal tumors. Overall, this study provides further opportunities to explore pyroptosis-mediated SCT-immunotherapy.",Angewandte Chemie (International ed. in English),2025,downloaded,10.1002/ange.202416426
39235389,Bi-Pt Heterojunction Cascade Reaction Platform for Sono-Immunotherapy of Tumors via PANoptosis and Ferroptosis.,"Sonodynamic therapy (SDT) represents a promising, noninvasive, and precise treatment modality for tumors, demonstrating significant potential in clinical applications. However, the efficiency of sonosensitizers in generating reactive oxygen species (ROS) is often limited by rapid electron-hole recombination. In this study, BiF3@BiOI is synthesized via a co-precipitation method, followed by in-situ reduction to decorate it with Pt nanoparticles, resulting in BiF3@BiOI@Pt-PVP (BBP) nanocomposite for enhancing SDT efficacy. The formation of the BiF3@BiOI heterojunction enhances charge separation ability. The decoration of Pt nanoparticles narrows the bandgap and alters the band positions and Fermi level of BBP, which can effectively mitigate the rapid recombination of electron-hole pairs and facilitate a cascade reaction of ROS, thereby improving ROS generation efficiency with ultrasound excitation. Additionally, bismuth ions in BBP and the generated holes consume glutathione, exacerbating cellular oxidative damage, and triggering PANoptosis and ferroptosis. Furthermore, Pt nanoparticles demonstrate peroxidase-like activity, catalyzing endogenous hydrogen peroxide to oxygen. These functions are helpful against tumors for alleviating hypoxic conditions, reshaping the microenvironment, modulating immune cell infiltration capacity, and enhancing the efficacy of immunotherapy. The dual strategy of forming heterojunctions and sensitization with noble metals effectively enhances the efficacy of sono-catalytic therapy-induced immune activation in tumor treatment.",Advanced healthcare materials,2024,downloaded,10.1002/adhm.202401697
39221686,An Oxidative Stress Nano-Amplifier for Improved Tumor Elimination and Combined Immunotherapy.,"Amplifying oxidative stress to disrupt intracellular redox homeostasis can accelerate tumor cell death. In this work, an oxidative stress amplifier (PP@T) is prepared for enhanced tumor oxidation therapy to reduce tumor growth and metastases. The nano-amplifier has been successfully constructed by embedding MTH1 inhibitor (TH588) in the PDA-coated porphyrin metal-organic framework PCN-224. The controllable-released TH588 is demonstrated from pores can hinder MTH1-mediated damage-repairing process by preventing the hydrolysis of 8-oxo-dG, thereby amplifying oxidative stress and exacerbating the oxidative DNA damage induced by the sonodynamic therapy of PP@T under ultrasound irradiation. Furthermore, PP@T can effectively induce immunogenic cell death to trigger systemic anti-tumor immune response. When administered in combination with immune checkpoint blockade, PP@T not only impedes the progression of the primary tumor but also achieves obvious antimetastasis in breast cancer murine models, including orthotopic and artificial whole-body metastasis models. Furthermore, the nanoplatform also provides photoacoustic imaging for in vivo treatment guidance. In conclusion, by amplifying oxidative stress and reactive oxygen species sensitized immunotherapy, this image-guided nanosystem shows potential for highly specific, effective combined therapy against tumor cells with negligible side-effects to normal cells which will provide a new insight for precise tumor treatment.",Advanced healthcare materials,2024,downloaded,10.1002/adhm.202402349
39209877,A singular plasmonic-thermoelectric hollow nanostructure inducing apoptosis and cuproptosis for catalytic cancer therapy.,"Thermoelectric technology has recently emerged as a distinct therapeutic modality. However, its therapeutic effectiveness is significantly limited by the restricted temperature gradient within living organisms. In this study, we introduce a high-performance plasmonic-thermoelectric catalytic therapy utilizing urchin-like Cu2-xSe hollow nanospheres (HNSs) with a cascade of plasmonic photothermal and thermoelectric conversion processes. Under irradiation by a 1064 nm laser, the plasmonic absorption of Cu2-xSe HNSs, featuring rich copper vacancies (VCu), leads to a rapid localized temperature gradient due to their exceptionally high photothermal conversion efficiency (67.0%). This temperature gradient activates thermoelectric catalysis, generating toxic reactive oxygen species (ROS) targeted at cancer cells. Density functional theory calculations reveal that this vacancy-enhanced thermoelectric catalytic effect arises from a much more carrier concentration and higher electrical conductivity. Furthermore, the exceptional photothermal performance of Cu2-xSe HNSs enhances their peroxidase-like and catalase-like activities, resulting in increased ROS production and apoptosis induction in cancer cells. Here we show that the accumulation of copper ions within cancer cells triggers cuproptosis through toxic mitochondrial protein aggregation, creating a synergistic therapeutic effect. Tumor-bearing female BALB/c mice are used to evaluate the high anti-cancer efficiency. This innovative approach represents the promising instance of plasmonic-thermoelectric catalytic therapy, employing dual pathways (membrane potential reduction and thioctylated protein aggregation) of mitochondrial dysfunction, all achieved within a singular nanostructure. These findings hold significant promise for inspiring the development of energy-converting nanomedicines.",Nature communications,2024,downloaded,10.1038/s41467-024-51772-1
39213978,A versatile nanoplatform carrying cascade Pt nanozymes remodeling tumor microenvironment for amplified sonodynamic/chemo therapy of thyroid cancer.,"Thyroid cancer is increasing globally, with anaplastic thyroid carcinoma (ATC) being the most aggressive type and having a poor prognosis. Current clinical treatments for thyroid cancer present numerous challenges, including invasiveness and the necessity of lifelong medication. Furthermore, a significant portion of patients with ATC experience cancer recurrence and metastasis. To overcome this dilemma, we developed a pH-responsive biomimetic nanocarrier (CLP@HP-A) through the incorporation of Chlorin e6 (Ce6) and Lenvatinib (Len) within hollow polydopamine nanoparticles (HP) that were further modified with platinum nanoparticles (Pt), enabling synergistic chemotherapy and sonodynamic therapy. The CLP@HP-A nanocarriers exhibited specific binding with galectin-3 receptors, facilitating their internalization through receptor-mediated endocytosis for targeted drug delivery. Upon exposure to ultrasound (US) irradiation, Ce6 rapidly generated reactive oxygen species (ROS) to induce significant oxidative stress and trigger apoptosis in tumor cells. Additionally, Pt not only alleviated tumor hypoxia by catalyzing the conversion of H2O2 to oxygen (O2) but also augmented intracellular ROS levels through the production of hydroxyl radicals (•OH), thereby enhancing the efficacy of sonodynamic therapy. Moreover, Len demonstrated a potent cytotoxic effect on thyroid cancer cells through the induction of apoptosis. Transcriptomics analysis findings additionally corroborated that CLP@HP-A effectively triggered cancer cell apoptosis, thereby serving as a crucial mechanism for its cytotoxic effects. In conclusion, the integration of sonodynamic/chemo combination therapy with targeted drug delivery systems offers a novel approach to the management of malignant tumors.",Biomaterials,2025,downloaded,10.1016/j.biomaterials.2024.122778
39189532,Ultrasound-Sensitive Targeted Liposomes as a Gene Delivery System for the Synergistic Treatment of Hepatocellular Carcinoma.,"Gene therapy and sonodynamic therapy, as emerging treatment methods, have great potential in cancer treatment. However, there are significant challenges in the in vivo delivery of genes and sonosensitizers during the treatment process, which ultimately affects the therapeutic outcome. In this study, an ultrasound-sensitive targeted liposome nanoparticle system (MLipsiBcl-2) is developed to deliver the sonosensitizers and siRNA for the synergistic treatment of hepatocellular carcinoma. Generation of reactive oxygen species (ROS) by MLipsiBcl-2 can be initiated through ultrasound stimulation, leading to liposome rupture and release of the sonosensitizer and small interfering RNA (siRNA). Furthermore, ROS can disrupt lysosomal membranes, facilitating gene release for downregulating overexpressed antiapoptotic protein levels in cancer cells. Experimental results from in vitro and in vivo studies demonstrated the efficacy of synergistic treatment on hepatocellular carcinoma cells and the high biocompatibility of MLipsiBcl-2 under ultrasound stimulation. The advancement of this ultrasound-sensitive targeted gene delivery system shows potential as a versatile therapeutic platform that is easily operable, presenting a prospect for a synergistic treatment approach across various cancer types.","Small (Weinheim an der Bergstrasse, Germany)",2024,downloaded,10.1002/smll.202406182
39157997,Near infra-red luminescent osmium labelled gold nanoparticles for cellular imaging and singlet oxygen generation.,"Osmium(II) complexes have attractive properties for potential theranostic agents given their anticancer activitiy, their redox potentials favourable for biological transformations within cancer cells and their luminescence in the near infrared (NIR) region. To achieve localised detection and delivery, gold nanoparticles (AuNP) provide an attractive scaffold to attach multiple luminescent agents on a single particle and provide a multimodal platform for detection and loaclaised delivery. We have developed 13 nm and 25 nm AuNP decorated with an osmium complex based on 1,10-phenantholine and surface active bipyridine ligands, OsPhenSS for live cell imaging and singlet oxygen generation, notated as OsPhenSS·AuNP13 and OsPhenSS·AuNP25. The AuNP designs not only allow versatile modalities for localisation of the probe but also water solubility for the osmium metal complex. The osmium decorated nanoparticles OsPhenSS·AuNP13 and OsPhenSS·AuNP25 display characteristic NIR luminescence from the osmium(II) 3MLCT at 785 nm in aqueous solutions with visible excitation. Upon incubation of the nanoparticles in lung cancer and breast carcinoma the luminescence signature of osmium and the gold reflectance reveal localisation in the cytoplasmic and perinuclear compartments. Excitation of the nanoparticles at 552 nm in the presence of a ROS indicator revealed a marked increase in the green fluorescence from the indicator, consistent with photo-induced ROS generation. The detection of singlet oxygen by time-resolved luminescence studies of the osmium and the nanoparticle probes further demonstrates the dual activity of the osmium-based nanoprobes for imaging and therapy. The introduction of gold nanoparticles for carrying osmium imaging probes allows a novel versatile strategy combining detection and localised therapies at the nanoscale.",Nanoscale,2024,downloaded,10.1039/d4nr01901f
39153721,"An ""Iron-phagy"" nanoparticle inducing irreversible mitochondrial damages for antitumor therapy.","Cellular iron is inseparably related with the proper functionalities of mitochondria for its potential to readily donate and accept electrons. Though promising, the available endeavors of iron chelation antitumor therapies have tended to be adjuvant therapies. Herein, we conceptualized and fabricated an ""iron-phagy"" nanoparticle (Dp44mT@HTH) capable of inducing the absolute devastation of mitochondria via inhibiting the autophagy-removal of impaired ones for promoting cancer cell death. The Dp44mT@HTH with hyaluronic acid (HA) as hydrophilic shell can specifically target the highly expressed CD44 receptors on the surface of 4T1 tumor cells. After internalization and lysosomal escape, the nanoparticle disassembles in response to the reactive oxygen species (ROS), subsequently releasing the iron chelator Dp44mT and autophagy-inhibitory drug hydroxychloroquine (HCQ). Dp44mT can then seize cellular Fe2+ to trigger mitochondrial dysfunction via respiratory chain disturbance, while HCQ not only lessens Fe2+ intake, but also impedes fusions of autophagosomes and lysosomes. Consequentially, Dp44mT@HTH induces irreversible mitochondrial impairments, in this respect creating a substantial toxic stack state that induces apoptosis and cell death. Initiating from the perspective of endogenous substances, this strategy illuminates the promise of iron depletion therapy via irreversible mitochondrial damage induction for anticancer treatment.",Journal of controlled release : official journal of the Controlled Release Society,2024,downloaded,10.1016/j.jconrel.2024.08.024
